HVAC,Light,Appliance,Misc.,Outdoor equipment
660808.1841,50452.46097,302759.7512,150323.3135,2588.87475
660174.3116,50452.46097,302759.7512,150323.3135,2588.87475
659546.9203,50452.46097,302759.7512,150323.3135,2588.87475
658909.1666,50452.46097,302759.7512,150323.3135,2588.87475
658279.4471,50452.46097,302759.7512,150323.3135,2588.87475
657632.0095,50452.46097,302759.7512,150323.3135,2588.87475
657068.6837,50452.46097,302759.7512,150323.3135,2588.87475
656367.3032,50452.46097,302759.7512,150323.3135,2588.87475
655792.9726,50452.46097,302759.7512,150323.3135,2588.87475
655146.4967,50452.46097,302759.7512,150323.3135,2588.87475
654527.853,50452.46097,302759.7512,150323.3135,2588.87475
653886.7312,50452.46097,302759.7512,150323.3135,2588.87475
653306.5132,50452.46097,302759.7512,150323.3135,2588.87475
652677.3643,50452.46097,302759.7512,150323.3135,2588.87475
652070.9075,50452.46097,302759.7512,150323.3135,2588.87475
651465.2873,50452.46097,302759.7512,150323.3135,2588.87475
650862.5846,50452.46097,302759.7512,150323.3135,2588.87475
650261.9712,50452.46097,302759.7512,150323.3135,2588.87475
639667.8971,50452.46097,302759.7512,150323.3135,2588.87475
638375.7363,50452.46097,302759.7512,150323.3135,2588.87475
637538.8303,50452.46097,302759.7512,150323.3135,2588.87475
636734.8397,50452.46097,302759.7512,150323.3135,2588.87475
635947.2443,50452.46097,302759.7512,150323.3135,2588.87475
635169.0357,50452.46097,302759.7512,150323.3135,2588.87475
632815.4313,50452.46097,302759.7512,150323.3135,2588.87475
630171.2841,50452.46097,302759.7512,150323.3135,2588.87475
627547.7735,50452.46097,302759.7512,150323.3135,2588.87475
624918.8023,50452.46097,302759.7512,150323.3135,2588.87475
622246.5405,50452.46097,302759.7512,150323.3135,2588.87475
619586.3398,50452.46097,302759.7512,150323.3135,2588.87475
616480.8722,50452.46097,302759.7512,150323.3135,2588.87475
613451.4978,50452.46097,302759.7512,150323.3135,2588.87475
610966.962,50452.46097,302759.7512,150323.3135,2588.87475
608504.9275,50452.46097,302759.7512,150323.3135,2588.87475
606043.3681,50452.46097,302759.7512,150323.3135,2588.87475
603567.8747,50452.46097,302759.7512,150323.3135,2588.87475
601092.0633,50452.46097,302759.7512,150323.3135,2588.87475
596594.3931,50452.46097,302759.7512,150323.3135,2588.87475
594507.136,50452.46097,302759.7512,150323.3135,2588.87475
592530.5562,50452.46097,302759.7512,150323.3135,2588.87475
590497.193,50452.46097,302759.7512,150323.3135,2588.87475
588440.1207,50452.46097,302759.7512,150323.3135,2588.87475
586358.373,50452.46097,302759.7512,150323.3135,2588.87475
584267.8238,50452.46097,302759.7512,150323.3135,2588.87475
582173.4984,50452.46097,302759.7512,150323.3135,2588.87475
580058.7254,50452.46097,302759.7512,150323.3135,2588.87475
578070.8763,50452.46097,302759.7512,150323.3135,2588.87475
576367.3074,50452.46097,302759.7512,150323.3135,2588.87475
574726.0546,50452.46097,302759.7512,150323.3135,2588.87475
573035.8581,50452.46097,302759.7512,150323.3135,2588.87475
571376.0874,50452.46097,302759.7512,150323.3135,2588.87475
569730.8141,50452.46097,302759.7512,150323.3135,2588.87475
568133.4361,50452.46097,302759.7512,150323.3135,2588.87475
566536.1968,50452.46097,302759.7512,150323.3135,2588.87475
565146.8666,45046.84015,314703.6074,225254.8356,2311.495313
563574.1388,45046.84015,314703.6074,225254.8356,2311.495313
562124.4358,45046.84015,314703.6074,225254.8356,2311.495313
560655.5417,45046.84015,314703.6074,225254.8356,2311.495313
559179.5374,45046.84015,314703.6074,225254.8356,2311.495313
557695.0271,45046.84015,314703.6074,225254.8356,2311.495313
556246.9484,45046.84015,314703.6074,225254.8356,2311.495313
554806.4617,45046.84015,314703.6074,225254.8356,2311.495313
553358.6966,45046.84015,314703.6074,225254.8356,2311.495313
551897.6221,45046.84015,314703.6074,225254.8356,2311.495313
550420.5134,45046.84015,314703.6074,225254.8356,2311.495313
548935.0285,45046.84015,314703.6074,225254.8356,2311.495313
547442.5168,45046.84015,314703.6074,225254.8356,2311.495313
545941.8679,45046.84015,314703.6074,225254.8356,2311.495313
544434.2496,45046.84015,314703.6074,225254.8356,2311.495313
542920.4302,45046.84015,314703.6074,225254.8356,2311.495313
541398.7861,45046.84015,314703.6074,225254.8356,2311.495313
539868.9891,45046.84015,314703.6074,225254.8356,2311.495313
538332.7171,45046.84015,314703.6074,225254.8356,2311.495313
536790.1927,45046.84015,314703.6074,225254.8356,2311.495313
535241.6091,45046.84015,314703.6074,225254.8356,2311.495313
533684.0481,45046.84015,314703.6074,225254.8356,2311.495313
532119.1334,45046.84015,314703.6074,225254.8356,2311.495313
530391.0553,45046.84015,314703.6074,225254.8356,2311.495313
528711.9608,45046.84015,314703.6074,225254.8356,2311.495313
526956.9767,45046.84015,314703.6074,225254.8356,2311.495313
525133.9032,45046.84015,314703.6074,225254.8356,2311.495313
523480.8596,45046.84015,314703.6074,225254.8356,2311.495313
521598.5576,45046.84015,314703.6074,225254.8356,2311.495313
519964.6552,45046.84015,314703.6074,225254.8356,2311.495313
518845.6033,45046.84015,314703.6074,225254.8356,2311.495313
518251.285,45046.84015,314703.6074,225254.8356,2311.495313
517361.9012,45046.84015,314703.6074,225254.8356,2311.495313
516496.264,45046.84015,314703.6074,225254.8356,2311.495313
515639.146,45046.84015,314703.6074,225254.8356,2311.495313
514787.8768,45046.84015,314703.6074,225254.8356,2311.495313
513943.6558,45046.84015,314703.6074,225254.8356,2311.495313
513108.3507,45046.84015,314703.6074,225254.8356,2311.495313
